no,dev-id,alias,channel,mac_address,alias_info
74,ATK00162A8139A3,"JuiceTV, 3.58.300 GOTV, Juice Nano, COP APL|Studio Rancang",GOTV-Basic Lokal & International,00:16:2A:81:39:A3,COP APL|Studio Rancang
73,ATK00162A8139B0,"JuiceTV, 3.83.0 GOTV, Juice Nano, Nusanet 1",GOTV-Basic Lokal & International,00:16:2a:81:39:b0,Nusanet 1
26,ATK00162A8367E7,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:67:e7,Stock stb from ibs ancol
149,ATK00162A83666A,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra - AI Public Area 1 - 60",11,00:16:2a:83:66:6a,Menara Astra - AI Public Area 1 - 60
147,ATK00162A836694,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra - AI 61",11,00:16:2a:83:66:94,Menara Astra - AI 61
150,ATK00162A83C4F7,"JuiceTV, 4.51.0 GOTV, Antik Nano 3",5,00:16:2a:83:c4:f7,
148,ATK00162A836697,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, BM AIA",GOTV-Basic Lokal & International,00:16:2a:83:66:97,BM AIA
221,ATK00162A8367B9,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:67:b9,Stock stb from ibs ancol
146,ATK00162A836695,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Cifo Bandung",GOTV-Basic Lokal & International,00:16:2a:83:66:95,Cifo Bandung
374,ATK00162A83C490,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, IBS Jambuluwuk | 510",5,00:16:2a:83:c4:90,IBS Jambuluwuk | 510
321,ATK00162A836475,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:64:75,Stock stb from ibs ancol
250,ATK00162A8364D5,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, IBS P. Bidadari",Provisioning,00:16:2a:83:64:d5,IBS P. Bidadari
72,ATK00162A83681E,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra United Tractors 57",11,00:16:2a:83:68:1e,Menara Astra United Tractors 57
373,ATK00162A83C48E,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, IBS Jambuluwuk",5,00:16:2a:83:c4:8e,IBS Jambuluwuk
347,ATK00162A840782,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 12/21",Provisioning,00:16:2a:84:07:82,Gasnet Urbano 12/21
372,ATK00162A83C495,"JuiceTV, 4.51.0 GOTV, Antik Nano 3",5,00:16:2a:83:c4:95,
396,ATK00162A840A69,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra 62-Angsana Meeting Room",11,00:16:2a:84:0a:69,Menara Astra 62-Angsana Meeting Room
395,ATK00162A8408EC,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra 63-Dining Room",11,00:16:2a:84:08:ec,Menara Astra 63-Dining Room
398,ATK00162A840A76,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra Gim 58 - AI",11,00:16:2a:84:0a:76,Menara Astra Gim 58 - AI
400,ATK00162A8365CA,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:65:ca,Stock stb from ibs ancol
394,ATK00162A840922,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra 63-Skylounge",11,00:16:2a:84:09:22,Menara Astra 63-Skylounge
448,ATK00162A840A5D,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Cifo Bandung",GOTV-Basic Lokal & International,00:16:2a:84:0a:5d,Cifo Bandung
199,ATK00162A836451,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:64:51,Stock stb from ibs ancol
393,ATK00162A8408D9,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra Publik 58 - AI",11,00:16:2a:84:08:d9,Menara Astra Publik 58 - AI
397,ATK00162A840A1D,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra- AI 62 Lounge Room",11,00:16:2a:84:0a:1d,Menara Astra- AI 62 Lounge Room
447,ATK00162A840895,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 16/20",GOTV-Basic Lokal & International,00:16:2a:84:08:95,Gasnet Urbano 16/20
442,ATK00162A84087B,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 16/16",GOTV-Basic Lokal & International,00:16:2a:84:08:7b,Gasnet Urbano 16/16
449,ATK00162A840A75,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Cifo Bandung",GOTV-Basic Lokal & International,00:16:2a:84:0a:75,Cifo Bandung
399,ATK00162A840A6B,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra-AI 61 Akasia Room",11,00:16:2a:84:0a:6b,Menara Astra-AI 61 Akasia Room
445,ATK00162A84089F,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 16/17",GOTV-Basic Lokal & International,00:16:2a:84:08:9f,Gasnet Urbano 16/17
443,ATK00162A8407DD,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 15-15",GOTV-Basic Lokal & International,00:16:2a:84:07:dd,Gasnet Urbano 15-15
439,ATK00162A840869,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 17/06",GOTV-Basic Lokal & International,00:16:2a:84:08:69,Gasnet Urbano 17/06
446,ATK00162A840896,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 16/31",GOTV-Basic Lokal & International,00:16:2a:84:08:96,Gasnet Urbano 16/31
435,ATK00162A84081B,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 17/02",Provisioning,00:16:2a:84:08:1b,Gasnet Urbano 17/02
438,ATK00162A8407DB,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 15-9",GOTV-Basic Lokal & International,00:16:2a:84:07:db,Gasnet Urbano 15-9
434,ATK00162A840A91,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 15/21",Provisioning,00:16:2a:84:0a:91,Gasnet Urbano 15/21
441,ATK00162A84087D,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 16/10",GOTV-Basic Lokal & International,00:16:2a:84:08:7d,Gasnet Urbano 16/10
433,ATK00162A840819,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano",Provisioning,00:16:2a:84:08:19,Gasnet Urbano
430,ATK00162A840A93,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 15/20",Provisioning,00:16:2a:84:0a:93,Gasnet Urbano 15/20
432,ATK00162A840A92,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 15-12",Provisioning,00:16:2a:84:0a:92,Gasnet Urbano 15-12
444,ATK00162A8407E2,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 15/31",GOTV-Basic Lokal & International,00:16:2a:84:07:e2,Gasnet Urbano 15/31
428,ATK00162A840A90,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano",Provisioning,00:16:2a:84:0a:90,Gasnet Urbano
429,ATK00162A840A7D,"JuiceTV, 4.51.0 GOTV, Antik Nano 3",GOTV-Basic Lokal & International,00:16:2a:84:0a:7d,
427,ATK00162A8407D0,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet urbano 15/32",Provisioning,00:16:2a:84:07:d0,Gasnet urbano 15/32
426,ATK00162A8407A7,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano",Provisioning,00:16:2a:84:07:a7,Gasnet Urbano
440,ATK00162A8407E0,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 15/23",GOTV-Basic Lokal & International,00:16:2a:84:07:e0,Gasnet Urbano 15/23
424,ATK00162A836802,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:68:02,Stock stb from ibs ancol
436,ATK00162A8407D7,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 15/19",Provisioning,00:16:2a:84:07:d7,Gasnet Urbano 15/19
431,ATK00162A84081A,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano Unit 3205",Provisioning,00:16:2a:84:08:1a,Gasnet Urbano Unit 3205
420,ATK00162A836495,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra - AI",11,00:16:2a:83:64:95,Menara Astra - AI
425,ATK00162A836499,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:64:99,Stock stb from ibs ancol
437,ATK00162A84081C,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano",GOTV-Basic Lokal & International,00:16:2a:84:08:1c,Gasnet Urbano
422,ATK00162A836496,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Cifo Bandung",GOTV-Basic Lokal & International,00:16:2a:83:64:96,Cifo Bandung
423,ATK00162A836494,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, COP K-Link|Extract Coffe",GOTV-Basic Lokal & International,00:16:2a:83:64:94,COP K-Link|Extract Coffe
415,ATK00162A836525,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:65:25,Stock stb from ibs ancol
416,ATK00162A836521,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:65:21,Stock stb from ibs ancol
414,ATK00162A8364F9,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:64:f9,Stock stb from ibs ancol
417,ATK00162A836522,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:65:22,Stock stb from ibs ancol
421,ATK00162A836497,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, WNI, NHK Hitachi TV",12,00:16:2a:83:64:97,"WNI, NHK Hitachi TV"
413,ATK00162A8407A9,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano",Provisioning,00:16:2a:84:07:a9,Gasnet Urbano
418,ATK00162A836523,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:65:23,Stock stb from ibs ancol
409,ATK00162A8364FB,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:64:fb,Stock stb from ibs ancol
406,ATK00162A8365E8,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:65:e8,Stock stb from ibs ancol
407,ATK00162A8364FC,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:64:fc,Stock stb from ibs ancol
412,ATK00162A8364FA,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:64:fa,Stock stb from ibs ancol
411,ATK00162A836619,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:66:19,Stock stb from ibs ancol
405,ATK00162A8364FD,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:64:fd,Stock stb from ibs ancol
403,ATK00162A8365D2,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:65:d2,Stock stb from ibs ancol
404,ATK00162A8365E7,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:65:e7,Stock stb from ibs ancol
408,ATK00162A836617,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:66:17,Stock stb from ibs ancol
392,ATK00162A8408D8,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra 63-waiting room",11,00:16:2a:84:08:d8,Menara Astra 63-waiting room
410,ATK00162A836616,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:66:16,Stock stb from ibs ancol
402,ATK00162A8365D5,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, TIS Kelapa Gading",GOTV-Basic Lokal & International,00:16:2a:83:65:d5,TIS Kelapa Gading
401,ATK00162A8365E5,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:65:e5,Stock stb from ibs ancol
388,ATK00162A840878,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Cifo Bandung",GOTV-Basic Lokal & International,00:16:2a:84:08:78,Cifo Bandung
419,ATK00162A836524,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:65:24,Stock stb from ibs ancol
390,ATK00162A8407F1,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra Publik 59 - AI",11,00:16:2a:84:07:f1,Menara Astra Publik 59 - AI
384,ATK00162A840A32,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra -FM",11,00:16:2a:84:0a:32,Menara Astra -FM
391,ATK00162A8407F5,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra 63-Sinergi Room",11,00:16:2a:84:07:f5,Menara Astra 63-Sinergi Room
385,ATK00162A840A53,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra - 62 Presdir",11,00:16:2a:84:0a:53,Menara Astra - 62 Presdir
383,ATK00162A840A15,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Cifo Bandung",GOTV-Basic Lokal & International,00:16:2a:84:0a:15,Cifo Bandung
382,ATK00162A840A49,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra-63 perpus",11,00:16:2a:84:0a:49,Menara Astra-63 perpus
381,ATK00162A8408EA,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Cifo Bandung",GOTV-Basic Lokal & International,00:16:2a:84:08:ea,Cifo Bandung
386,ATK00162A8408A3,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Cifo Bandung",GOTV-Basic Lokal & International,00:16:2a:84:08:a3,Cifo Bandung
376,ATK00162A8408E9,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Cifo Bandung",GOTV-Basic Lokal & International,00:16:2a:84:08:e9,Cifo Bandung
387,ATK00162A8408A2,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Cifo Bandung",GOTV-Basic Lokal & International,00:16:2a:84:08:a2,Cifo Bandung
380,ATK00162A8408A1,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Cifo Bandung",GOTV-Basic Lokal & International,00:16:2a:84:08:a1,Cifo Bandung
375,ATK00162A8408E7,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Cifo Bandung",GOTV-Basic Lokal & International,00:16:2a:84:08:e7,Cifo Bandung
370,ATK00162A83C48A,"JuiceTV, 4.51.0 GOTV, Antik Nano 3",5,00:16:2a:83:c4:8a,
378,ATK00162A8408AF,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Cifo Bandung",GOTV-Basic Lokal & International,00:16:2a:84:08:af,Cifo Bandung
379,ATK00162A840876,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra-63 Gim",11,00:16:2a:84:08:76,Menara Astra-63 Gim
377,ATK00162A8408E6,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra-60 Publik",11,00:16:2a:84:08:e6,Menara Astra-60 Publik
369,ATK00162A83C98E,"JuiceTV, 4.51.0 GOTV, Antik Nano 3",5,00:16:2a:83:c9:8e,
368,ATK00162A83C939,"JuiceTV, 4.51.0 GOTV, Antik Nano 3",5,00:16:2a:83:c9:39,
367,ATK00162A83C856,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, IBS Jambuluwuk",5,00:16:2a:83:c8:56,IBS Jambuluwuk
366,ATK00162A83C7F1,"JuiceTV, 4.51.0 GOTV, Antik Nano 3",5,00:16:2a:83:c7:f1,
360,ATK00162A83D198,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, 610",5,00:16:2a:83:d1:98,610
362,ATK00162A83D252,"JuiceTV, 4.51.0 GOTV, Antik Nano 3",5,00:16:2a:83:d2:52,
363,ATK00162A83D269,"JuiceTV, 4.51.0 GOTV, Antik Nano 3",5,00:16:2a:83:d2:69,
359,ATK00162A836777,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:67:77,Stock stb from ibs ancol
389,ATK00162A840921,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra Dirut Marubeni",11,00:16:2a:84:09:21,Menara Astra Dirut Marubeni
364,ATK00162A83D263,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, IBS Jambuluwuk",5,00:16:2a:83:d2:63,IBS Jambuluwuk
358,ATK00162A836776,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:67:76,Stock stb from ibs ancol
353,ATK00162A8408B9,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra-AI 61 Deputi Direktur 1",11,00:16:2a:84:08:b9,Menara Astra-AI 61 Deputi Direktur 1
356,ATK00162A84090A,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra-AI 61 Trembesi Waiting R",11,00:16:2a:84:09:0a,Menara Astra-AI 61 Trembesi Waiting R
352,ATK00162A8407EF,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra Publik 60 - AI",11,00:16:2a:84:07:ef,Menara Astra Publik 60 - AI
371,ATK00162A83C48D,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, IBS Jambuluwuk",5,00:16:2a:83:c4:8d,IBS Jambuluwuk
351,ATK00162A8407F2,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra-AI 61 Deputi Direktur 2",11,00:16:2a:84:07:f2,Menara Astra-AI 61 Deputi Direktur 2
355,ATK00162A8408E1,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra-AI 61  Dining Room",11,00:16:2a:84:08:e1,Menara Astra-AI 61  Dining Room
350,ATK00162A8407F3,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra-AI 61 Deputi Direktur 3",11,00:16:2a:84:07:f3,Menara Astra-AI 61 Deputi Direktur 3
357,ATK00162A8367E9,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:67:e9,Stock stb from ibs ancol
349,ATK00162A8407A8,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 17/10",Provisioning,00:16:2a:84:07:a8,Gasnet Urbano 17/10
354,ATK00162A8408DB,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Menara Astra Gim 58 - AI",11,00:16:2a:84:08:db,Menara Astra Gim 58 - AI
361,ATK00162A83CFCF,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, 609",5,00:16:2a:83:cf:cf,609
348,ATK00162A8407BF,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 17/07",Provisioning,00:16:2a:84:07:bf,Gasnet Urbano 17/07
344,ATK00162A840785,"JuiceTV, 4.51.0 GOTV, Antik Nano 3",GOTV-Basic Lokal & International,00:16:2a:84:07:85,
342,ATK00162A840924,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 16/11",Provisioning,00:16:2a:84:09:24,Gasnet Urbano 16/11
346,ATK00162A840781,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 12/18",Provisioning,00:16:2a:84:07:81,Gasnet Urbano 12/18
345,ATK00162A84077E,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 12/12",Provisioning,00:16:2a:84:07:7e,Gasnet Urbano 12/12
340,ATK00162A840892,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 16/25",Provisioning,00:16:2a:84:08:92,Gasnet Urbano 16/25
337,ATK00162A840928,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 16/06",Provisioning,00:16:2a:84:09:28,Gasnet Urbano 16/06
336,ATK00162A840851,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano",Provisioning,00:16:2a:84:08:51,Gasnet Urbano
338,ATK00162A840927,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 16/07",Provisioning,00:16:2a:84:09:27,Gasnet Urbano 16/07
335,ATK00162A8408E5,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 16/32",Provisioning,00:16:2a:84:08:e5,Gasnet Urbano 16/32
334,ATK00162A840841,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 12/31",Provisioning,00:16:2a:84:08:41,Gasnet Urbano 12/31
333,ATK00162A840845,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 15/03",Provisioning,00:16:2a:84:08:45,Gasnet Urbano 15/03
330,ATK00162A84093E,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 16/03",Provisioning,00:16:2a:84:09:3e,Gasnet Urbano 16/03
332,ATK00162A840940,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 16/28",Provisioning,00:16:2a:84:09:40,Gasnet Urbano 16/28
329,ATK00162A840944,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 16/26",Provisioning,00:16:2a:84:09:44,Gasnet Urbano 16/26
341,ATK00162A840854,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet urbano 15/05",Provisioning,00:16:2a:84:08:54,Gasnet urbano 15/05
339,ATK00162A84083F,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 17/03",Provisioning,00:16:2a:84:08:3f,Gasnet Urbano 17/03
325,ATK00162A8407AE,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 12/28",Provisioning,00:16:2a:84:07:ae,Gasnet Urbano 12/28
331,ATK00162A84093F,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 16/02",Provisioning,00:16:2a:84:09:3f,Gasnet Urbano 16/02
326,ATK00162A8407C0,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 12/03",Provisioning,00:16:2a:84:07:c0,Gasnet Urbano 12/03
322,ATK00162A836661,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:66:61,Stock stb from ibs ancol
328,ATK00162A840942,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 16/31",Provisioning,00:16:2a:84:09:42,Gasnet Urbano 16/31
324,ATK00162A8364E8,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:64:e8,Stock stb from ibs ancol
319,ATK00162A836688,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:66:88,Stock stb from ibs ancol
327,ATK00162A8407B1,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano 12/23",Provisioning,00:16:2a:84:07:b1,Gasnet Urbano 12/23
320,ATK00162A836689,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:66:89,Stock stb from ibs ancol
318,ATK00162A836474,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gastra",GOTV-Basic Lokal & International,00:16:2a:83:64:74,Gastra
317,ATK00162A83667B,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:66:7b,Stock stb from ibs ancol
323,ATK00162A836514,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:65:14,Stock stb from ibs ancol
314,ATK00162A836477,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, HTS-Teddy Ariadi",GOTV-Basic Lokal & International,00:16:2a:83:64:77,HTS-Teddy Ariadi
365,ATK00162A83C87A,"JuiceTV, 4.51.0 GOTV, Antik Nano 3",5,00:16:2a:83:c8:7a,
316,ATK00162A836476,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:64:76,Stock stb from ibs ancol
315,ATK00162A836478,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:64:78,Stock stb from ibs ancol
313,ATK00162A836658,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:66:58,Stock stb from ibs ancol
343,ATK00162A840783,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Gasnet Urbano",Provisioning,00:16:2a:84:07:83,Gasnet Urbano
309,ATK00162A836654,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, IBS P.Duyung",GOTV-Basic Lokal & International,00:16:2a:83:66:54,IBS P.Duyung
311,ATK00162A836656,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:66:56,Stock stb from ibs ancol
308,ATK00162A836609,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:66:09,Stock stb from ibs ancol
303,ATK00162A836607,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:66:07,Stock stb from ibs ancol
302,ATK00162A83664E,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, JLM for dismantle",Provisioning,00:16:2a:83:66:4e,JLM for dismantle
305,ATK00162A836608,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Stock stb from ibs ancol",GOTV-Basic Lokal & International,00:16:2a:83:66:08,Stock stb from ibs ancol
307,ATK00162A83664D,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Monitoring Headend Rsj",Sunvone Monitoring,00:16:2a:83:66:4d,Monitoring Headend Rsj
300,ATK00162A83664C,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, Cifo Bandung",GOTV-Basic Lokal & International,00:16:2a:83:66:4c,Cifo Bandung
310,ATK00162A836655,"JuiceTV, 4.51.0 GOTV, Antik Nano 3, IBS P.Duyung",GOTV-Basic Lokal & International,00:16:2a:83:66:55,IBS P.Duyung
